Not warm and cozy though.,Hotel
The staff was young and not as experienced as one would find at a five-star hotel but this is not a five-star hotel.,Hotel
Easy walk from here to Grand Central Station to hop the subway and cabs easy to find.,Hotel
"All in all though, my memories are of a great stay.",Hotel
Other hotels in NYC that are space challenged would do well to take note of what Hyatt has done with its two Andaz properties here.,Hotel
My wife and I arrived at 10am on a Saturday morning and the hotel had been sold out the night before.,Hotel
"Except for that, the hotel is a 5 all around.",Hotel
Would definitely recommend highly.,Hotel
"I'd never heard of this hotel, but came away a big fan!",Hotel
"On every visit to NYC, the Hotel Beacon is the place we love to stay.",Hotel
"So conveniently located to Central Park, Lincoln Center and great local restaurants.",Hotel
Just returned from a 4 day/3 night long weekend in NYC with wife and two (late teenage) sons.,Hotel
We stayed at The Setai and loved it.,Hotel
Recently it seems room prices have become very high unfortunately.,Hotel
I stayed at the Chatwel on a layover in NYC.,Hotel
"Travelers can always trust a Luxury Collection Hotel to deliver great service, comfortable accomodations and quality products.",Hotel
If you like midtown and can afford this hotel it is great.,Hotel
Arrived to Eventi in the evening from Montreal.,Hotel
Touched with the visit to the 911 memorial site.,Hotel
Best thrill was still the skating time on the rockefeller rink with all the Xmas decoration.,Hotel
I made the best travel decision I have ever made by choosing the eventi.,Hotel
"It's a little far from the theatre district, but very central and easy access to the subway.",Hotel
The fitness area is more than adequate.,Hotel
"We preferred quiet to a view, so rooms facing west were very quiet.",Hotel
The room was exceptionally quiet.,Hotel
"But the neighborhood is pretty dreary -- not unsafe, but unattractive, convenient only to Penn Station/Madison Square Garden, and in the middle of a retail district offering cheap wholesale handbags and jewelry.",Hotel
"Next time, I'll choose a better location.",Hotel
"The location is also hard to beat being close to broadway, the subway and reasonably close to Central Park.",Hotel
Hotel would suit a couple who only intend to use it as a base and don't intend spending much time there but being in NYC that's not hard to do.,Hotel
A positive experience overall.,Hotel
"Only complaint, the resturant is over-priced!",Hotel
Our annual trip to NYC this year I selected the Iroquois - look no further - its so perfect.,Hotel
Can't wait to go again next year.,Hotel
My husband and I stayed here with our good friend while visiting NYC for a Broadway show.,Hotel
"The San Carlos hotel is conveniently located to many of the common tourist sites, including Times Square and the Theater District.",Hotel
"Overall, this hotel is a great value for the price, great location, wonderful service, and very clean rooms.",Hotel
"The San Carlos Hotel had the best rate this time, in the midst of the craziness with the holiday time, and it was a nice place to stay.",Hotel
It was quiet and had a comfortable bed so I'd stay again if the price was right!,Hotel
After alot of trawling for a fab place to stay this was perfect.,Hotel
"Location walkable to times square, 5th avenue and close to tube stations.",Hotel
We would stay again if we are to come back to NYC.,Hotel
I stayed this time only one night at the San Carlos hotel.,Hotel
Certainly You'll see me back again for business and leisure,Hotel
The information about the Sherry-Netherland is very misleading.,Hotel
"Then there are the elevator attendants, a number of immigrant men who stand around with very little to keep them occupied.",Hotel
"After all, I can press a button in an elevator without any help.",Hotel
I’ve seen much better hotels that cost much less money.,Hotel
Who ever gave this place 4 ½ stars?,Hotel
"Yes, I realize that one pays for location and that I rented ‘only’ a room and not a suite but, as a regular visitor to New York, I am never staying at the Sherry- Netherland again.",Hotel
We loved our stay at the Sherry.,Hotel
I hope we have an opportunity to stay there again soon!,Hotel
I stayed at the Sherry during my last 4-day business trip to NYC.,Hotel
"The elevators are operated by ""white-glove elevator attendants"", which felt like a little treat every time I went up or down.",Hotel
"Every morning I ordered room service from Cipriani's, the restaurant attached to the hotel.",Hotel
"One evening the neighbours were making quite a lot of noise, and I called down to the concierge at midnight.",Hotel
"In the evenings, someone would come to turn down the bed, and leave little Godiva chocolate squares throughout the room.",Hotel
"I loved it, and would not hesitate to go back again.",Hotel
My sister and I decided to meet in NYC and chose the Sherry for its excellent location.,Hotel
Room service was expensive but excellent quality.,Hotel
But what really makes the hotel is the service.,Hotel
We go to New York every year and this is where we stay every time.,Hotel
The hotel is beautiful and clean.,Hotel
It is always very quiet.,Hotel
I love that there is a market across the street and there are many great places to eat and have drinks nearby!,Hotel
We stayed in the Hotel Beacon for a week in late October and found it to be a very good hotel.,Hotel
"This is a ""family"" hotel - nice and quiet with a relaxed air about it.",Hotel
We will definitely stay here again.,Hotel
stayed here for 4 nights in December.,Hotel
"It is a great hotel, based in the upper East side, 5 minutes walk from central park.",Hotel
My partner and I stayed here from 6th December - 10th December and had one of the best holidays ever!,Hotel
The area of the hotel was ideal for us as it allowed us to see many of the New York attractions whilst keeping away from the hustle and bustle that many midtown hotels would experience.,Hotel
"The hotel itself is about a 10 minute walk from Central Park, however a 30/40 minute walk to many midtown attractions eg.",Hotel
I would advise the city bus tour which was $54 dollars per person as it allows you to see all of the main tourist attractions and helps you find your bearings (especially first timers),Hotel
Our overall experience of the beacon hotel and New York as a whole is 10 out of 10.,Hotel
I could not recommend the hotel enough!,Hotel
Would go there again!,Hotel
City noise does filter in--not bad but bring ear plugs just in case this bothers you.,Hotel
Location is excellent: very close to Grand Central Station and tons of eating and shopping options.,Hotel
First stay at the Andaz and I was quite impressed.,Hotel
The location is amazing!!,Hotel
Other than that highly recommended.,Hotel
I'll definitely stay here again.,Hotel
I absolutely LOVED this hotel.,Hotel
"I will definitely come back to this hotel whenever I travel to New york and I will, without any hesitation,book through deryk and I highly recommend anyone who books with this hotel to do the same.",Hotel
"For a recent business trip to NY, one of my colleagues recommended this hotel as he always stays here.",Hotel
"The location is great if you are a tourist, and happily was within a short walk of the client I was visiting.",Hotel
"i have never written a review before, i must let you all know that if you choose to stay here you are NOT in for a treat, it's all bad............",Hotel
My wife and I stayed here for 4 nights during thanksgiving.,Hotel
"The hotel is in a great location close to all the shops, theatres, Times Square & restaurants.",Hotel
The photos on the website are very flattering.,Hotel
I would definitely return here.,Hotel
"We stayed at the Eventi the first week in December, a particularly hard week to find a hotel in NYC.",Hotel
The hotel is centrally located and we walked from Penn Station and walked to Bryant Park which is beautiful around Christmastime.,Hotel
Overall we had a great stay!,Hotel
Having stayed at the Ink 48 a few years ago on returning to NYC i figured to try another Kimpton hotel.,Hotel
So full of expectation and a hard act to follow i arrived at the hotel and i was not disappointed.,Hotel
The hotel itself if in a great location.,Hotel
Just returned to the UK following a 4 night stay at the Eventi.,Hotel
Hotel location is fantastic.,Hotel
Very close to the Empire State - fantastic views from the hotel.,Hotel
It's around a 10 min walk to Times Square and very close to the Subway station.,Hotel
Just what you need after a long day sightseeing.,Hotel
Loved this hotel.,Hotel
Really really impressed and will definitely go back.,Hotel
It was convenient to lots of spots in New York City and the hotel staff was extremely nice and helpful.,Hotel
The elevator in the hotel is a little slow but we stayed on the 3rd floor and took the stairs.,Hotel
The hotel had a very home like feel and I would definitely stay there again.,Hotel
The Iroquois is a beautiful hotel.,Hotel
I chose it because of it's location to Times Square & 5th Avenue and because it also got good reviews here.,Hotel
"As I mentioned, the hotel is close to everything.",Hotel
Thumbs up Iroquois... we will be back.,Hotel
This was our first stay at the Iroquois Hotel.,Hotel
We loved it!,Hotel
It was GREAT!,Hotel
We would surely stay here again.,Hotel
The quiet elegance of the hotel was comforting against the hustle and bustle of the city!,Hotel
We stayed at the San Carlos for 5 days over Thanksgiving and it was just perfect.,Hotel
"You feel confortable in the middle of town, next to the train, the museums and the big avenues of New York.",Hotel
We recently stayed at the Sherry with my husband's parents - for my father in law's 80th birthday.,Hotel
"The hotel offers more of a ""residence"" feel than a standard hotel, and the locations is unbeatable - across the street from Central Park, in the heart of Fifth Avenue shopping, and within walking distance to Rockfeller Center and Times Square (if you enjoy walking).",Hotel
"Room service is available at Cipriani downstairs, and we used it for breakfast, which was good - although the breakfast cutoff hours and staff at Cipriani were not ideal - no fault of the Sherry though, as they are not under the same management and operate independently.",Hotel
We loved our stay at the Sherry overall and hope to be back soon!,Hotel
"Central Park to escape to and breathe...with many attractions within near or around the park....strawberry fields, walk trails, the lakes, zoo and gardens plus perimeter shopping and museum mile and much more... subway on the corner....and a fifth avenue address....uptown living at its best.",Hotel
Overall oustanding Sherry Netherland.,Hotel
Despite small negative issues we very much enjoyed the stay and can honestly recommend the hotel to others.,Hotel
"From the first night we stayed at this hotel, both my husband and myself have been itching like crazy!",Hotel
This hotel is PERFECT FOR BACKPACKERS WHO HAVE MONEY!,Hotel
"My bf and I go to New York quite regularly, and this time choose the Chatwal hotel.",Hotel
"One of the most memorable was when in the elevator, and Brandon took the time to talk to my bf about his glasses, and how he had the same one.",Hotel
"The location was very close to Times Square, so that was convenient, but isolated so the noise and traffic would not affect your stay.",Hotel
"Our four night stay was quite pleasant, however you get what you pay for, and the Chatwal is pricey.",Hotel
"Thank you Chatwal for our excellent stay, and will definitely consider you again for our destination hotel in NYC.",Hotel
My wife and I stayed in four hotels in our recent trip across the US and this was our favourite.,Hotel
The location is great and was one of our key reasons for choosing Eventi.,Hotel
The hotel and location were worth it.,Hotel
"After being in many hotels around the world, there is no other place like the Iroquois!",Hotel
We will definitely choose and recommend others to choose the Iroquois as their Midtown Manhattan hotel!,Hotel
We look forward to staying there again!,Hotel
Lovely hotel in a great location.,Hotel
"The hotel is right in the heart of the theatre district, restaurants and shopping, minutes from Times Square and an easy walk to Central Park.",Hotel
The Sherry is my home away from home.,Hotel
Was a experience to remember.,Hotel
"Great place to stay and place to be for a visit while in new york city... ,ALSO look forward to going back in the near future and making the sherry netherlands hotel my honeymoon stay...BE...The sherry netherlands hotel and staff made me and my lady feel very welcome to be there....Thank you all again",Hotel
My wife found a room at the San Carlos Hotel in Midtown with only one night available.,Hotel
"After 2yrs planning 3 friends and I left the husbands and kids at home in Ireland and headed to NYC for 4 nights of relaxation, sightseeing and shopping.",Hotel
We arrived Sat 27th and Sandy arrived Monday 29th so our NYC adventure became somewhat curtailed.,Hotel
We weren't sure what to expect as we went off of reviews from here and viewed picturs uploaded by others on this website.,Hotel
The location was amazing - it was a 4 min walk to Times Square.,Hotel
"When we return to NYC, we will be staying here again!",Hotel
My husband and I had a wonderful stay at Eventi in New York.,Hotel
I would stay here again.,Hotel
Took a Veterans Day weekend trip to The Chatwal for our anniversary.,Hotel
"Little pricey, but it's a nifty hotel.",Hotel
"It's right off Times Square, so location is good for most things.",Hotel
"Unfortunately, next door were three single guys having a weekend in the city and the noise was unreal.",Hotel
Like they were standing right next to you talking in your ear while you were trying to sleep.,Hotel
So we got to participate when they got room service at 2 a.m. when they got up at 8:30 and then again when the maids came in to clean at 9.,Hotel
"Not out of sync for this level in NYC, but the St. Regis was on the same point level and I can't say I think it's better than that.",Hotel
"Bottom line--if you're looking for something retro and cool, it's great.",Hotel
"If you need something more modern or a lot of space, probably not for you.",Hotel
Our first trip to NY City in a few years and the first time we stayed at the Chatwal which we decided to stay in due to it's proximity to Broadway and a friend's recommendation.,Hotel
"Finally, the location, we booked to see a broadway show and were there in less than two minutes, it's right in the heart of Times Square which offered numerous choices of eating and drinking establishments.",Hotel
The Chatwal is not cheap but worth every penny.,Hotel
AMAZING HOTEL!!,Hotel
This is the 3RD time i stay here!!,Hotel
definitely the only hotel i would stay at in new york!,Hotel
I also made a reservation for my husband and i at the spa in the hotel.,Hotel
one of the BEST spas i have ever been to.,Hotel
"After our treatments we paid and they again wished us a happy Anniversary and walked us down to the elevator pushed the button and contented to talk to us, going above and beyond to make us feel at home here at the hotel.",Hotel
i would stay at this hotel a million times and i will be recommending it to my friends and family.,Hotel
We stayed here in May 2011 to attend a friend's wedding.,Hotel
"My husband and I took a red eye from SFO and we planned on meeting my sister, brother in law, 5 month old nephew, and their dog who had driven up from VA. We stayed in a two bedroom suite with views of the library, Bryant Park, Empire State Building, and a glimpse of Times Square.",Hotel
The hotel is trendy and modern and yet it feels cozy.,Hotel
"All in all, very strange and completely unnecessary.",Hotel
"Planned a long weekend last week in NYC; Arrived in hectic rush hour from JFK at the Andaz 5th avenue and were welcomed in their slick hotel lobby and immediately upgraded upon check-in to a two bedroom suite, with separate bathrooms and a livingroom, which allowed for discrete privacy for all three travellers;",Hotel
"Agree with the considered 5* service level, hotel key amenities are:",Hotel
- Cool and chic design,Hotel
- Central design @ 5th avenue opposite Library and 2 blocks from Grand Central,Hotel
- Nice restaurant with excellent breakfast á la carte menu,Hotel
- Bar downstairs with good vibe for cocktails and tapas style food,Hotel
- Small gym but with modern equipment,Hotel
We enjoyed our stay at Hotel Beacon.,Hotel
"The location is great....we liked being in a ""neighborhood"" and love the tree-lined side streets and brownstone homes nearby.",Hotel
In just a few blocks of walking (less than 5 minutes) you can be at a subway stop.,Hotel
I would definitely recommend Hotel Beacon for all kinds of travelers.,Hotel
Great hotel for New York.,Hotel
Not happy at all.,Hotel
My best friend and I went to NYC in August last year and spent 2 weeks at Hotel Beacon.,Hotel
Overall - A great hotel.,Hotel
Would definitely recommend it to friends and family :),Hotel
Great location in Midtown.,Hotel
I was in Houston on business and stayed at this Best Western from 12/3-12/7; best experience on business travel I have ever had.,Hotel
This Best Western location exceeded any expectations that I had.,Hotel
If I'm ever in Houston again I will be staying at this location!,Hotel
Lots of parking available.,Hotel
"Cheap cab ride back, although it is walkable.",Hotel
Other facilities include vending machines and the pool/spa area appeared well maintained although we didn’t use it.,Hotel
We had an issue with the prepayment of the room through a third party website which could have been dealt with better but overall this hotel is very good for a Houston visit.,Hotel
The Hilton Americas is a very nice hotel that I will choose to stay in again.,Hotel
"The fitness center is great, very large, well appointed, and also has great views.",Hotel
"The hotel is within easy walking distance of the convention center, the Toyota Center, shopping, Discovery Green, and groceries at Phoenicia Specialty Foods.",Hotel
I had to work over the holidays and took my family with me since My trip was one week (over Thanksgiving).,Hotel
This hotel was the best!,Hotel
The infinity pool and pool deck is amazing - boasts beautiful sunsets in the evening.,Hotel
"The hotel is close to shopping, a large children's park, very nice restaurants and grocery shopping and eats at a wonderful spot called the Phoenician (sp?)",Hotel
"They have a gym with several bikes, elipticals, etc.",Hotel
"They have a pretty good selection, but maybe a little overpriced.",Hotel
They have a small bar with TV's in the restaurant area.,Hotel
That is why I would stay at this hotel again.,Hotel
"This hotel is a gem, old world charm, beautiful appointed rooms, stunning location right across the road from Central Park and 10 minutes walk to Times Square, 7 of us stayed in 3 rooms and all thoroughly enjoyed our stay.",Hotel
Perfectly located on the corner of Fifth Avenue and Central Park!,Hotel
My husband and I stayed at the Sherry for two weeks and I wanted this “hotel” to be excellent as per the ratings on TA.,Hotel
We had just come from two weeks at The Greenwich Hotel in Tribeca which was fantastic.,Hotel
There is no pool to go sit by.,Hotel
We are checked in by the concierge and given a nice welcome until she looks at my passport photo and tells me how much I have aged.,Hotel
"In fact, during the whole two week stay we did not actually hear much of the renovation going on, it is what woke us up each morning.",Hotel
"My tip to the Sherry, if your guest has the “do not disturb” sign up and the paper is still outside their door it indicates they are still asleep.",Hotel
Now there are plenty more examples to provide but the piece de resistance was room service.,Hotel
He rings room service and orders one each.,Hotel
"So with this experience in mind, go to a proper hotel, a place that provides the amenities a hotel of five star standard should.",Hotel
I enjoyed a two-night stay the San Carlos hotel.,Hotel
The room was very quiet so I slept well.,Hotel
"At $275 for the night, I would definitely stay there again.",Hotel
We stayed at the San Carlos Hotel for two nights last month.,Hotel
Hotel was in a great location and the subway is around the corner.,Hotel
No complaints would definitely consider a return visit when back in NYC.,Hotel
Finally settled on the San Carlos based on a recommendation.,Hotel
What a great choice!,Hotel
"Clean, mostly quiet ( hard not to heat street noise in NYC, right?).",Hotel
"Close to Times Square and the Theatre District, and, of course, shopping!",Hotel
I would definitely stay at the San Carlos again!,Hotel
"During Sandy, the hotel was ran in the most efficient way.",Hotel
needed staff stayed over and was extremely nice to everyone (given the numbers of ppl that walked in...),Hotel
"for me as a frequent traveler, there's only one hotel in NYC - The San Carlos !",Hotel
"Overall, a great experience and will definitely stay there again.",Hotel
Clean and friendly and great location...a gem.,Hotel
We stayed at the Eventi Kimpton Hotel for 7 nights at the end of November.,Hotel
We would recommend this hotel.,Hotel
There is also good security at the hotel as in the evening there was always a security guard on the door.,Hotel
"The location of the hotel is great - close to the Empire State building, shops and the subway.",Hotel
Overall a great stay at a great hotel.,Hotel
"I am currently staying at the Eventi during an adventurous business trip that's taking me from California, to Texas to DC and back again to New York.",Hotel
Nothing is too much trouble... A rare and precious commodity to the well worn traveller...,Hotel
In one word... exceptional :),Hotel
Great location for theaters and even a short walk to the Park.,Hotel
"Small but adequate fitness center, pool, and hot tub shares the same space as the Red Door Spa.",Hotel
I just returned from a 4 night stay at the Chatwal.,Hotel
They met our every need and then some!,Hotel
"Location is fantastic - we were there for theatres, galleries, and shopping, and being near Times Square is fantastic.",Hotel
I would happily stay here again.,Hotel
We checked into this hotel when our home lost electricity and heat post Sandy.,Hotel
The hotel was very accommodating to our needs (we have a dog and a baby).,Hotel
We redeemed SPG points for the stay.,Hotel
Not sure if it'a worth the rack rate.,Hotel
I love the location (37th & 5th; Garment Dist same stores less crowded) because it's a nice retreat from hustle & bustle of Times Square/Midtown but still close to everything.,Hotel
Baffled at what others mean about the prices being higher; don't think it even compares.,Hotel
We will definitely be back (soon!).,Hotel
This is a place that can't decide whether it wants to be an apartment building or a hotel.,Hotel
The pricing is among the highest in the city.,Hotel
"I value service,and the little touches that make a stay special, and this place is not in the league of the Ritz Carlton Central Park, the Mandarin Oriental, the Peninsula and others.",Hotel
The gym was lacking.,Hotel
"But the rest of the stay, mainly to do with the service, was disappointing, and thus I wouldn't pay the premium prices again.",Hotel
I was here for five nights in August for a holiday.,Hotel
I was able to use the Maserati four times during my stay.,Hotel
"All in all, I'd definitely stay here again.",Hotel
This is my first stay in an Andaz hotel.,Hotel
I very much prefer it to W. It is not as gimmicky.,Hotel
I would have no hesitation at all to stay here again.,Hotel
Superb location in mid town on 5th Ave.,Hotel
"I thought the location of the hotel was excellent, directly across from the library in the Bryant Park district.",Hotel
Very unusual and unique for a boutique hotel.,Hotel
"If the location sounds appealing, I would highly recommend the Andaz.",Hotel
"Located about 2 blocks from 42nd Street and 5th Avenue, which is the center of New York City, the location could not be better.",Hotel
"Anyway, back to the Andaz 5th Avenue, everything was splendid from start to finish!",Hotel
"I am very noise sensitive, and this is always a worry when I am in a hotel, and no matter how quiet it was in my room I never heard anything!",Hotel
On to a perfect night's sleep.,Hotel
And that is the kind of service the Andaz 5th Avenue gives!,Hotel
"Situated directly across the street from the NY public library in a renovated retail building, the location and service can't be beat.",Hotel
Its entrance on 41st is almost hidden.,Hotel
"An excellent stay, I highly recommend the Andaz Fifth Ave.",Hotel
"Regular visitor of this hotel,i believe is the best hotel in the best location...simple,clean,not crazy expensive,not noisy ,with great beds!",Hotel
"and near to all the attractions that i wanted to visit.We always take the 1 bedroom suite,has a living room,a small kitchinette and a large bedroom.Very good value for money!",Hotel
We just returned from NYC after staying at the Beacon.,Hotel
What an unexpected delight.,Hotel
Wonderful location near Columbus circle,Hotel
"The Beacon is well located, 2 blocks to subway, an easy walk to Central Park and midtown.",Hotel
"Picked this hotel primarily for its location, convenient to family here in Houston.",Hotel
"As our week-long stay progressed, I realized that in every aspect of our stay, this hotel exceeded our expectations.",Hotel
"All in all, this turned out to be a great vacation, thanks Best Western!",Hotel
"I'm awarding this Best Western 5 stars as it met all my expectations in terms of price, brand, room etc.",Hotel
"The location is very convenient to downtown Houston, University of Houston, Rice, Galleria, etc..",Hotel
I must say I really enjoyed my stay here!,Hotel
Very close to downtown without the downtown prices.,Hotel
I enjoyed the free parking!,Hotel
The Hilton Americas Houston is a very nice hotel and probably one of the nicest Hilton hotels in the country.,Hotel
"All of the facilities are top notch including the lobby, the executive lounge, and the fitness center and spa, which are located on the 23rd floor of the hotel.",Hotel
The hotel is connected by a bridge to the convention center and the Hilton's conference rooms and spaces are all very nice and well appointed.,Hotel
They have three floors of ballrooms and meeting spaces.,Hotel
Things really are bigger in Texas.,Hotel
The location is right in the thick of everything downtown Houston.,Hotel
Parking is $19.,Hotel
"Overall, outstanding customer service.",Hotel
I always stay at this Hilton Garden Inn when I travel to Houston due to close proximity to my company headquarter and still relatively easy to get to downtown Houston and the Galleria.,Hotel
I stayed here from June 2012 thru October 2012 for business.,Hotel
I certainly had a great time.,Hotel
"I'd like to extend whomever is looking for a great place with excellent service, and with wonderful restaurants at walking distance, come on down and see for yourselves this hidden gem of a place.",Hotel
I'm currently a guest resident at the extended stay america and I must say it as been a pleasure to be here.,Hotel
I would recommend this property for anyone coming for an extended stay or for a night or two.,Hotel
"If you need a place to stay in the Northwest area of Houston, I HIGHLY recommend Extended Stay America on Hollister.",Hotel
Can't recommend this hotel enough.,Hotel
It is in fact quite reasonably priced.,Hotel
"We stayed three nights, using a hotel offer of a free third night.",Hotel
Not worth spending this amount of money for mediocre service.,Hotel
"A former bank building, this hotel did a great job with renovations.",Hotel
"The elevators are original to the building and are a bit on the small side, but that is to be expected.",Hotel
My key wasn't working in the elevator and I ended up seeing five different floors before I could make it back down to the lobby to get a new room key.,Hotel
"In fact, Downtown Houston seemed pretty desolate on the weekends.",Hotel
"If I would ever return to Houston, I would definitely stay here.",Hotel
I'm a big fan of Marriott.,Hotel
But this Marriott property makes you want to go somewhere else.,Hotel
My family had several rooms for a wedding weekend.,Hotel
"A nice physical redo of an old bank, management seems to be challenged to have services which match.",Hotel
I can only think that the rental price for the Hospitality Suite was much more than our guest suite as no additional solutions to the problem were offered.,Hotel
The whole experience was frustrating.,Hotel
We stayed here after a Christmas party and the room was very enjoyable and trendy.This location was difficult to find and currently has construction next door during the daytime.,Hotel
We slept in and woke up to the construction outside late in the morning.,Hotel
A live band played in the evening.,Hotel
"Overall, great stay.",Hotel
Hotel Sorella in a great location.,Hotel
Walking distance to terrific restaurants/bars/shops.,Hotel
Would recommend for event planners.,Hotel
"Overall, however, very good hotel.",Hotel
I will admit that I stumbled upon this hotel and sure glad that I did!,Hotel
Hilton created a partnership with the College of Hospitality at the University of Houston and as a result the hotel is both a teaching ground as well as a platform of perfection.,Hotel
Located just a few exits from downtown the hotel is amazingly easy to access on and off hwy 45.,Hotel
There is not a question that I will be staying at this hotel every visit to Houston I have!,Hotel
I stayed twice in this hotel while on a business trip in Houston.,Hotel
I ordered room service and really enjoyed it.,Hotel
"The gym downstairs has good equipment, but is a little claustrophobic...",Hotel
Had breakfast in the attached restaurant: good service but expensive (~20 dollars).,Hotel
"Overall the hotel is very good but for 400-500 dollars it is way too expensive, even considering that it's NYC.",Hotel
"The S/N is at the perfect location in the city, everything is walkable or the subway is around the corner if you want to go that way.",Hotel
"They charge the usual NYC prices, but watch for specials and you will do OK.",Hotel
The accomodations are great - overall a most pleasant experience.,Hotel
"My husband found this hotel on the internet and after reading the Tripadvisor reviews, we booked our stay for 3 nights in Midtown NYC.",Hotel
The hotel is central and in a calm street.,Hotel
I have experienced both the studio and the one bedroom units.,Hotel
All have been recently renovated.,Hotel
We stayed here for three nights for our oldest daughter's wedding at nearby Holy Rosary Chruch.,Hotel
"The hotel is close to downtown, but far enough away to avoid the traffic and noise.",Hotel
"This is a really nice hotel, a BW Plus, so it is closer to a higher priced chain than the normal BW.",Hotel
The location to downtown cannot be beat.,Hotel
"Overall, this was a great experience and I would stay here again in a heartbeat.",Hotel
A two-night stay here for work was a great experience.,Hotel
"The hotel's location, less than five minutes' drive from downtown, but at half the cost, was great.",Hotel
"Overall, no complaints at all, and I'd certainly stay here again on a future trip to Houston.",Hotel
"Was in Houston for work and stayed here, this is truly one of the top Hilton's I have ever stayed at.",Hotel
I highly recommend this hotel if you are in Houston,Hotel
"It is so nice to come home for a long season of business travel, but this hotel was like coming home.",Hotel
Stayed 2 nights recently during a conference.,Hotel
The hotel is a typical Hilton - which is to say very nice.,Hotel
"Otherwise, this part of Houston leaves alot to be desired.",Hotel
Room service was the one disappointment.,Hotel
There is self-parking for $19 a day or valet for about twice that.,Hotel
Self -park ...it is in a garage that is connected by a walkway.,Hotel
"Stayed here for a few nights last week, it is much as before.",Hotel
Guess my rating is 3.5 but think it falls short of very good for reasons given.,Hotel
